Solubility_log(mol/L),SMILES,MolW(Da),NumHAcceptors,NumHDonors,LogP,Lipinski_rule
-10.1035,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,464.2170000000002,0,0,9.2342,0
-10.1,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,445.7710000000002,1,0,8.7061,0
-10.1,Clc1cc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,445.7710000000002,1,0,8.7061,0
-10.1,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,445.7710000000002,1,0,8.706099999999998,0
-10.098913562,ClCc1ccc(-c2ccc(CCl)cc2)cc1,251.15599999999998,0,0,4.8312000000000035,1
-10.0169999307,[Cr],51.996,0,0,-0.0025,1
-9.9827617991,[Ir],192.217,0,0,-0.0025,1
-9.982,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,959.171,1,0,11.1039,0
-9.9818960396,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,959.171,1,0,11.1039,0
-9.9799,CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,477.3450000000001,3,0,7.297300000000005,0
-9.8164351053,CC(C)(c1cc(Br)c(OCC(Br)CBr)c(Br)c1)c1cc(Br)c(OCC(Br)CBr)c(Br)c1,943.6209999999999,2,0,10.13689999999999,0
-9.726,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,548.692,0,0,7.166100000000003,0
-9.7256,Brc1ccc(Br)c(-c2cc(Br)c(Br)cc2Br)c1,548.692,0,0,7.166100000000003,0
-9.7071062552,CCCCCCCCCCC/C=C/C/C=C/CCCCCCCCCCCCCCCCCCCCNCCCCCCCCCCC/C=C/C/C=C/CCCCCCCCCCCCCCCCCCCC,1018.9109999999986,1,1,26.24660000000005,0
-9.703,Clc1c(Cl)c(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,403.73400000000004,0,0,8.067,0
-9.6997,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.6499887292,CCCCCC(CCC)COC(=O)c1ccccc1C(=O)OCC(CCC)CCCCC,446.6720000000004,4,0,7.993400000000009,0
-9.64,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,411.32600000000014,1,0,8.0527,0
-9.62,Clc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,464.2170000000002,0,0,9.2342,0
-9.54,Clc1cc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,411.32600000000014,1,0,8.0527,0
-9.5374,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,551.49,0,0,6.261600000000001,0
-9.537,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,551.49,0,0,6.261600000000001,0
-9.537,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,551.49,0,0,6.261600000000001,0
-9.5344195865,CCCCCCCC/C=C/CCCCCCCCO[P+](=O)OCCCCCCCC/C=C/CCCCCCCC,581.9270000000001,3,0,13.751999999999972,0
-9.5,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.5,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,411.32600000000014,1,0,8.0527,0
-9.48,Clc1cc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,429.77200000000016,0,0,8.580799999999998,0
-9.4728,Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,356.41900000000004,2,0,6.8516,0
-9.46,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,411.32600000000014,1,0,8.0527,0
-9.4464,CCCCCCCCCCCCCCC,212.42099999999994,0,0,6.097500000000006,0
-9.42,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.42,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,429.77200000000016,0,0,8.580799999999998,0
-9.4195398078,CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,446.6720000000004,4,0,7.993400000000009,0
-9.4071737246,C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,384.8460000000002,4,0,4.828000000000005,1
-9.38,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.351,Brc1cc(Br)c(Br)c(-c2c(Br)c(Br)cc(Br)c2Br)c1Br,785.38,0,0,9.4536,0
-9.351,Brc1ccc(-c2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,785.3799999999999,0,0,9.4536,0
-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,300.36000000000007,0,0,6.919200000000002,0
-9.332,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,300.36000000000007,0,0,6.919200000000002,0
-9.33,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,300.36000000000007,0,0,6.919200000000002,0
-9.3076,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCC,446.6720000000005,4,0,8.281600000000006,0
-9.2920103659,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,685.6120000000001,8,2,9.254080000000002,0
-9.29,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.29,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.227651248,O=C(Nc1cccc2c(NC(=O)C3=Cc4ccccc4/C(=N\Nc4cccc(Cl)c4Cl)C3=O)cccc12)C1=Cc2ccccc2/C(=N/Nc2cccc(Cl)c2Cl)C1=O,844.5419999999999,8,4,10.295399999999994,0
-9.2195295624,CCOC(=O)OCCOc1cc(O)c2c(c1N)C(=O)c1ccccc1C2=O,371.3450000000001,8,2,2.3017000000000003,1
-9.2068,Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,321.97400000000005,2,0,6.198200000000001,0
-9.2047594175,CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,640.9430000000001,8,0,9.011200000000004,0
-9.1999,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.1969385027,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,629.5040000000001,8,2,8.020400000000006,0
-9.1627,c1ccc2c(c1)-c1ccc3ccc4cccc5cc-2c1c3c45,276.338,0,0,6.2314000000000025,0
-9.1609,Clc1cc2oc3c(Cl)c(Cl)c(Cl)cc3c2cc1Cl,340.4200000000001,1,0,6.853,0
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.16,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.1518109699,CCCCCCOc1ccc(-c2nc(-c3ccccc3)nc(-c3ccccc3)n2)c(O)c1,425.5320000000001,5,1,6.537300000000007,0
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.15,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.1459110865,O=[Ce]=O,172.114,2,0,-0.2376,1
-9.1442341106,Clc1c(Cl)c(Br)c2c(c1Cl)C1=Nc3c4c(Cl)c(Br)c(Cl)c(Br)c4c4n3[Cu]n3c(c5c(Cl)c(Br)c(Cl)c(Br)c5c3=NC3=NC(=N4)c4c(Cl)c(Cl)c(Br)c(Cl)c43)=NC2=N1,1393.9079999999997,8,0,15.9573,0
-9.1359660934,FC(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,521.064,1,0,6.659600000000003,0
-9.1299878036,Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,971.226,0,0,11.096799999999998,0
-9.129966133,CC(C(C)(C)C)C(C)(C)SSSC(C)(C)C(C)C(C)(C)C,350.70300000000015,3,0,7.937600000000008,0
-9.12,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,411.32600000000014,1,0,8.0527,0
-9.1,Clc1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0,0,7.9274000000000004,0
-9.1,Clc1cc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0,0,7.9274000000000004,0
-9.1,Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,360.88200000000006,0,0,7.274000000000001,0
-9.1,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.1,Clc1cc(Cl)c(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-9.1,Clc1cc(Cl)cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-9.1,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,429.77200000000016,0,0,8.580799999999998,0
-9.0983152748,[Bi+3].[Bi+3].[S-2].[S-2].[S-2],514.161,0,0,-0.7687999999999999,0
-9.09,Clc1ccc(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)c(Cl)c1Cl,411.32600000000014,1,0,8.0527,0
-9.052340862,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl,2256.1649999999972,30,6,27.9235200000001,0
-9.05,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,411.32600000000014,1,0,8.0527,0
-9.039324078,Clc1cc(Cl)c2c(c1Cl)C1=NC2N=C2c3c(Cl)c(Cl)c(Cl)c(Cl)c3C3N=C4N=C(N=c5c6c(Cl)c(Cl)c(Cl)c(Cl)c6c(n5[Cu]N23)=N1)c1c(Cl)c(Cl)c(Cl)c(Cl)c14,1094.7729999999995,8,0,13.896299999999998,0
-9.03,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.03,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.03,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.0265,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.0249738719,C1CO[Sb]2OCCO[Sb](O1)OCCO2,423.6760000000001,6,0,-0.917,1
-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.018,c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,276.338,0,0,6.3282000000000025,0
-9.0027,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2,321.97400000000005,2,0,6.198200000000001,0
-8.9978390846,CCCCCCCCCCCCCCCCCC(=O)OC,298.51099999999997,2,0,6.420900000000007,0
-8.9896322186,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,390.56400000000025,4,0,6.433000000000007,0
-8.983050454099999,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC,480.86200000000053,2,0,11.492199999999986,0
-8.972710915599999,O=[Cr]O[Cr]=O.O=[Fe]O[Fe]=O.O=[Mn]O[Mn]=O,469.5490000000001,9,0,-0.9329999999999999,1
-8.9706,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1cc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,395.3270000000001,0,0,7.9274000000000004,0
-8.94,Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1,376.8810000000001,1,0,7.399300000000001,0
-8.9260164319,COc1ccccc1N/N=C1\C(=O)C=Cc2ccccc21,278.311,4,1,3.1073000000000013,1
-8.9148440789,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,657.5580000000001,8,2,8.637240000000002,0
-8.9,C=CCN(CCC#N)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,546.3380000000002,10,1,5.553980000000005,0
-8.9,Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,395.3270000000001,0,0,7.9274000000000004,0
-8.89,Clc1cc(Oc2c(Cl)ccc(Cl)c2Cl)c(Cl)c(Cl)c1Cl,411.32600000000014,1,0,8.0527,0
-8.8809,CCCCN(CCOC(C)=O)c1ccc(N=Nc2c(C#N)cc([N+](=O)[O-])cc2C#N)c(C)c1,448.48300000000023,9,0,5.2315800000000054,0
-8.8744,Clc1ccc2c(c1)Oc1cc(Cl)c(Cl)c(Cl)c1O2,321.974,2,0,6.198200000000001,0
-8.87,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,643.587,1,0,8.053900000000002,0
-8.87,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,643.587,1,0,8.053900000000002,0
-8.869,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,643.587,1,0,8.053900000000002,0
-8.869,Brc1cc(Br)c(Oc2cc(Br)c(Br)cc2Br)cc1Br,643.587,1,0,8.053900000000002,0
-8.85998044,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,434.6420000000004,4,0,8.793500000000003,0
-8.8498,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c1Cl,360.88200000000006,0,0,7.274000000000001,0
-8.848512616699999,CC(C)(C)c1ccc(OC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C2C(=O)Oc3ccc(C(C)(C)C)cc32)c1,570.7700000000002,5,1,8.852300000000005,0
-8.8336,CCOc1cc(N=Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2Br)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,639.416,13,1,4.970600000000005,0
-8.83,c1cc2ccc3ccc4ccc5ccc6ccc1c1c2c3c4c5c61,300.36000000000007,0,0,6.919200000000002,0
-8.828369840499999,O=[Sn],134.71,1,0,-0.49960000000000004,1
-8.8172722155,[Au],196.967,0,0,-0.0025,1
-8.8106451034,O=c1c2ccccc2c(=O)c2c1ccc1c3ccc4c(=O)c5c(ccc6c7ccc8c(=O)c9ccccc9c(=O)c8c7[nH]c65)c(=O)c4c3[nH]c12,646.614,6,2,6.349400000000004,0
-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,0,0,5.737200000000003,0
-8.804,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,0,0,5.737200000000003,0
-8.8,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,0,0,5.737200000000003,0
-8.8,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,0,0,5.737200000000003,0
-8.8,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,252.31599999999997,0,0,5.737200000000003,0
-8.797313426799999,CCCCC(CC)CNS(=O)(=O)c1ccc(N=Nc2c(C)c(C#N)c(=O)n(CCCC)c2O)cc1,501.65300000000036,8,2,5.444200000000007,0
-8.782716219400001,CC1=C(C#N)C(=O)N(C)C(=O)/C1=N\Nc1cccc(OS(=O)(=O)c2ccccc2)c1,424.43800000000016,8,1,2.06088,1
-8.78,Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,360.88200000000006,0,0,7.274,0
-8.78,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,376.8810000000001,1,0,7.399300000000001,0
-8.775,Clc1cc(Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2c1Cl,369.2890000000001,0,0,7.4136,0
-8.77,Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,321.97400000000005,2,0,6.198200000000001,0
-8.7655314659,CCCCC(CC)C(=O)O.CCCCCCCC(=O)O.CCCCCCCCC(=O)O.OCC(CO)(CO)CO,582.8160000000005,7,7,5.482500000000008,0
-8.76,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,399.5750000000003,2,2,5.101000000000004,0
-8.755372465299999,CCCCCCCCCCCCCCCCCC(=O)OC(CCCCCC)CCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,791.3839999999996,4,0,17.911499999999975,0
-8.754650095399999,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,480.86200000000053,2,0,11.492199999999986,0
-8.7448595438,[Ba+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],1111.4490000000005,0,0,-2.6679999999999993,0
-8.7211960386,CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CC)(CO)COC(=O)CCCCCCC/C=C\CCCCCCCC,663.0809999999999,5,1,12.53649999999998,0
-8.7202,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,395.3270000000001,0,0,7.9274000000000004,0
-8.72,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)c(Cl)c2)cc1Cl,376.8810000000001,1,0,7.399300000000001,0
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
-8.71,Clc1cc(Cl)c(-c2cc(Cl)cc(Cl)c2Cl)c(Cl)c1,360.88200000000006,0,0,7.274000000000001,0
